pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt,ESI_equal,ESI_sm,CDHS,mass,SEPHI_simple,VAE_anomaly
HD 20782 b,13.6,,0.1869328493647913,0.6863,5782.13,0.95,253.34,0.26108087886528647,0.25242024341512737,0.08591467649730154,1969.658616510397,0.9999999096228023,0.0741412377045246
HD 28254 b,13.0,1207.7479466,0.5480943738656987,0.3645,5664.0,0.95,212.28,0.2840337712532476,0.18829258502281787,0.08275898915424434,5043.987600970129,0.9999999999982241,0.07386633901195704
KIC 3526061 b,12.1,,3.248638838475499,0.6208,4829.0,0.85,248.63,0.28654490571363034,0.26255831280993513,0.060453064059410845,24107.165665203323,1.0,0.07336384638689822
GJ 680 b,12.0,7977.4930157,4.609800362976406,0.0003,3563.0,0.381,36.57,0.07324309827665249,9.641097713970064e-05,0.02663354170005869,33366.79285595651,0.6131409958198552,0.07259106135394063
HD 80869 b,12.8,1609.800881455,0.7658802177858439,0.142,5837.0,0.924,203.2,0.25622604834472884,0.08442083903445947,0.08738045626970073,6727.897562325475,0.8410905124570556,0.07256269318534654
BD+63 1405 b,12.4,3305.4154328,1.7295825771324864,0.0911,5000.0,0.88,150.69,0.22909772578561374,0.0523724572211445,0.06502110380937078,13813.221202261973,0.7648184144986188,0.07109364047047832
HD 80606 b,11.56766808,1323.4692695887,0.9219600725952813,4.6941,5565.0,0.93183,405.0,0.28416338332893376,0.12771192994290306,0.08011433456216194,5977.755923595349,2.4618349066722424e-13,0.07069564977078444
HD 219828 c,12.2,5102.417245978,2.7949183303085303,0.0822,5891.0,0.811,149.17,0.2173226854411659,0.04511130154123991,0.08882299513810892,21258.725456084707,0.750611283315088,0.0705972637479437
HD 4113 b,13.5,,0.21960072595281308,0.744,5688.0,0.899,251.65,0.2736195265604066,0.27668107282604065,0.08340011754020371,2263.2039178080927,0.9999999751625002,0.07050895794415957
ROXs 12 b,12.2,5085.0,2.7949183303085303,0.0,3850.0,0.83,13.23,0.0,0.0,0.034300368648821855,21258.725456084707,0.6126263941844161,0.07048456725551495
Kepler-1704 b,11.94877343,1322.16617312,0.7386569872958259,0.342,5746.0,0.92,253.8,0.2987173390415085,0.18879725769255803,0.08494951113960492,5278.3890627547535,0.9997440327649296,0.07037614320895455
HD 156846 b,12.4,,1.7731397459165155,3.97,6090.0,0.85,382.49,0.2768171175230362,0.14119633197206616,0.09413901800502135,14161.088262969515,1.8121167750902497e-07,0.0703519976632456
HD 6860 b,11.9,,5.317604355716878,406.4355,3802.0,0.28,1196.06,0.11657324906777912,0.0010475546303606873,0.033018111876903164,37535.78604761044,0.0,0.06973928709677665
HD 98649 b,12.5,3082.9355479,1.573502722323049,0.0272,5759.0,0.852,114.22,0.18787165506809364,0.014956294643397712,0.085296789015333,12873.189043889664,0.6591531591672936,0.06969342730741723
HD 95735 c,3.76,,0.2558983666061706,0.0023,3719.0,0.132,63.49,0.16909325274861864,0.0013170248445687146,0.030800876208792547,56.9796343412587,0.6110431571617663,0.0696091887818784
HD 22781 b,12.3,,2.323049001814882,0.2456,5027.0,0.8191,193.48,0.26581648731339197,0.13303333971687045,0.06574237324357493,18107.65929468803,0.9573392664079461,0.06894498044069111
Kepler-339 d,1.17,14.7,9.147005444646098,58.651,5631.0,0.0,796.0,0.0,0.0,0.0,61.365620807882145,0.0,0.06845935276476352
KELT-16 b,15.860735,874.0325,0.2177858439201452,6992.0328,6236.0,0.0,2453.0,0.0,0.0,0.0,3639.889366436618,0.0,0.06840288529608865
HD 86264 b,12.5,3117.261015856,1.5916515426497277,0.5987,6210.0,0.821,247.01,0.3187631638161047,0.28786280971014094,0.09734465993481775,13021.668732977203,1.0,0.06833832221295717
HD 76920 b,13.1,,0.44101633393829404,24.7841,4664.0,0.8782,621.44,0.186318635581892,0.021188526421685356,0.056045306405940964,4152.954481207316,0.0,0.06796373448174275
K2-312 c,12.8,,0.8003629764065336,0.4596,5959.0,0.8435,229.0,0.3150186660035528,0.2433397426491633,0.09063952556499374,7030.812381482309,0.9999999999999911,0.06752857577899052
